article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
572399007,572399,Elin Sweatshirt,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Oversized top in lightweight sweatshirt fabric with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. Brushed inside."
572400001,572400,Taya Hood,308,Hoodie,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric with a jersey-lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
572400002,572400,Taya Hood,308,Hoodie,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric with a jersey-lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
572400003,572400,Taya Hood,308,Hoodie,Garment Upper body,1010010,Melange,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric with a jersey-lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
572400005,572400,Taya Hood,308,Hoodie,Garment Upper body,1010016,Solid,62,Purple,7,Medium,6,Lilac Purple,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric with a jersey-lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
572400010,572400,Taya Hood,308,Hoodie,Garment Upper body,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric with a jersey-lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
572400011,572400,Taya Hood,308,Hoodie,Garment Upper body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric with a jersey-lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
572400012,572400,Taya Hood,308,Hoodie,Garment Upper body,1010016,Solid,22,Yellow,7,Medium,8,Yellow,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric with a jersey-lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
572400013,572400,Taya Hood,308,Hoodie,Garment Upper body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric with a jersey-lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
572400014,572400,Taya Hood,308,Hoodie,Garment Upper body,1010016,Solid,42,Red,7,Medium,18,Red,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric with a jersey-lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
572400020,572400,Taya Hood,308,Hoodie,Garment Upper body,1010010,Melange,19,Greenish Khaki,4,Dark,20,Khaki green,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric with a jersey-lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
572400022,572400,Taya Hood,308,Hoodie,Garment Upper body,1010005,Colour blocking,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric with a jersey-lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
572400028,572400,Taya Hood,308,Hoodie,Garment Upper body,1010005,Colour blocking,10,White,3,Light,9,White,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric with a jersey-lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
572402001,572402,Fran Cropped Hood,308,Hoodie,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Short top in lightweight sweatshirt fabric with a lined, drawstring hood and long, wide sleeves."
572402002,572402,Fran Cropped Hood,308,Hoodie,Garment Upper body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Short top in lightweight sweatshirt fabric with a lined, drawstring hood and long, wide sleeves."
572402003,572402,Fran Cropped Hood,308,Hoodie,Garment Upper body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Short top in lightweight sweatshirt fabric with a lined, drawstring hood and long, wide sleeves."
572472001,572472,Rae Raw Cut sweatshirt,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Wide cropped top in lightweight sweatshirt fabric with dropped shoulders, long, wide sleeves and raw edges at the cuffs and hem."
572472005,572472,Rae Raw Cut sweatshirt,252,Sweater,Garment Upper body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Wide cropped top in lightweight sweatshirt fabric with dropped shoulders, long, wide sleeves and raw edges at the cuffs and hem."
572472008,572472,Rae Raw Cut sweatshirt,252,Sweater,Garment Upper body,1010010,Melange,52,Pink,7,Medium,4,Pink,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Wide cropped top in lightweight sweatshirt fabric with dropped shoulders, long, wide sleeves and raw edges at the cuffs and hem."
572480002,572480,Abbie Rib L/S,254,Top,Garment Upper body,1010017,Stripe,10,White,3,Light,9,White,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Cropped top in ribbed jersey with long sleeves.
572480003,572480,Abbie Rib L/S,254,Top,Garment Upper body,1010010,Melange,31,Light Orange,1,Dusty Light,3,Orange,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Cropped top in ribbed jersey with long sleeves.
572480004,572480,Abbie Rib L/S,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Cropped top in ribbed jersey with long sleeves.
572480005,572480,Abbie Rib L/S,254,Top,Garment Upper body,1010010,Melange,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Cropped top in ribbed jersey with long sleeves.
572480006,572480,Abbie Rib L/S,254,Top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Cropped top in ribbed jersey with long sleeves.
572491002,572491,Leo jumper,252,Sweater,Garment Upper body,1010022,Jacquard,17,Yellowish Brown,2,Medium Dusty,13,Brown,5884,Knitwear,F,Menswear,3,Menswear,55,Contemporary Street,1003,Knitwear,"Jumper in a soft, jacquard knit with a brushed finish in a relaxed fit. Long sleeves and ribbing around the neckline, cuffs and hem."
572492002,572492,Christian colour,252,Sweater,Garment Upper body,1010016,Solid,63,Dark Purple,4,Dark,6,Lilac Purple,5884,Knitwear,F,Menswear,3,Menswear,55,Contemporary Street,1003,Knitwear,"Straight-style jumper in a soft, rib-knit wool blend with a brushed finish. Long sleeves and ribbing around the neckline, cuffs and hem."
572493002,572493,Eric,252,Sweater,Garment Upper body,1010017,Stripe,9,Black,4,Dark,5,Black,5884,Knitwear,F,Menswear,3,Menswear,55,Contemporary Street,1003,Knitwear,"Striped jumper in a soft knit containing some alpaca wool in a relaxed fit with long sleeves, a ribbed neckline and roll edges at the cuffs and hem."
572494001,572494,Lenny Cardigan,245,Cardigan,Garment Upper body,1010016,Solid,73,Dark Blue,5,Bright,2,Blue,5884,Knitwear,F,Menswear,3,Menswear,55,Contemporary Street,1003,Knitwear,"Cardigan in a soft knit with a lightly brushed finish. Deep V-neck, buttons down the front and ribbing at the cuffs and hem."
572507005,572507,Sevilla dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Dress in soft jersey with a cut-out section at the waist and long, wide sleeves. Narrow, elasticated seam at the waist with a tie, and an asymmetric skirt. Unlined."
572517001,572517,Liverpool woven,265,Dress,Garment Full body,1010001,All over pattern,73,Dark Blue,7,Medium,2,Blue,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Dress in an airy patterned weave with an opening and button at the top and wide raglan sleeves with close-fitting, buttoned cuffs. Narrow elasticated seam at the waist with a drawstring that ties at the sides, and a flared, gently draping asymmetric skirt. Lined."
572517002,572517,Liverpool woven,265,Dress,Garment Full body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Dress in an airy patterned weave with an opening and button at the top and wide raglan sleeves with close-fitting, buttoned cuffs. Narrow elasticated seam at the waist with a drawstring that ties at the sides, and a flared, gently draping asymmetric skirt. Lined."
572524001,572524,Elias,265,Dress,Garment Full body,1010026,Other structure,9,Black,4,Dark,5,Black,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Short, straight-cut dress in a chunky weave with glittery details and a small stand-up collar. Concealed zip at the back, long sleeves with slits at the cuffs, and raw edges at the cuffs and hem. Lined."
572533001,572533,Julia Hoodie,308,Hoodie,Garment Upper body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Short top in sweatshirt fabric with a lined drawstring hood and kangaroo pocket. Dropped shoulders, long sleeves, and ribbing at the cuffs and hem. Soft brushed inside."
572533002,572533,Julia Hoodie,308,Hoodie,Garment Upper body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Short top in sweatshirt fabric with a lined drawstring hood and kangaroo pocket. Dropped shoulders, long sleeves, and ribbing at the cuffs and hem. Soft brushed inside."
572533005,572533,Julia Hoodie,308,Hoodie,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Short top in sweatshirt fabric with a lined drawstring hood and kangaroo pocket. Dropped shoulders, long sleeves, and ribbing at the cuffs and hem. Soft brushed inside."
572533020,572533,Julia Hoodie,308,Hoodie,Garment Upper body,1010010,Melange,6,Light Grey,1,Dusty Light,12,Grey,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Short top in sweatshirt fabric with a lined drawstring hood and kangaroo pocket. Dropped shoulders, long sleeves, and ribbing at the cuffs and hem. Soft brushed inside."
572533023,572533,Julia Hoodie,308,Hoodie,Garment Upper body,1010016,Solid,73,Dark Blue,5,Bright,2,Blue,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Short top in sweatshirt fabric with a lined drawstring hood and kangaroo pocket. Dropped shoulders, long sleeves, and ribbing at the cuffs and hem. Soft brushed inside."
572533027,572533,Julia Hoodie,308,Hoodie,Garment Upper body,1010005,Colour blocking,7,Grey,1,Dusty Light,12,Grey,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Short top in sweatshirt fabric with a lined drawstring hood and kangaroo pocket. Dropped shoulders, long sleeves, and ribbing at the cuffs and hem. Soft brushed inside."
572573001,572573,CS Patric,265,Dress,Garment Full body,1010001,All over pattern,32,Orange,5,Bright,3,Orange,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Knee-length dress in a crêpe weave with a gathered, elasticated neckline and an opening with a button at the back of the neck. 3/4-length sleeves with elasticated cuffs, a seam at the waist and an A-line skirt. Unlined."
572573002,572573,CS Patric,265,Dress,Garment Full body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Knee-length dress in a crêpe weave with a gathered, elasticated neckline and an opening with a button at the back of the neck. 3/4-length sleeves with elasticated cuffs, a seam at the waist and an A-line skirt. Unlined."
572573003,572573,CS Patric,265,Dress,Garment Full body,1010016,Solid,32,Orange,5,Bright,3,Orange,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Knee-length dress in a crêpe weave with a gathered, elasticated neckline and an opening with a button at the back of the neck. 3/4-length sleeves with elasticated cuffs, a seam at the waist and an A-line skirt. Unlined."
572573006,572573,CS Patric,265,Dress,Garment Full body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Knee-length dress in a crêpe weave with a gathered, elasticated neckline and an opening with a button at the back of the neck. 3/4-length sleeves with elasticated cuffs, a seam at the waist and an A-line skirt. Unlined."
572604001,572604,ISLAND fleece vest,261,Outdoor Waistcoat,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Fitted gilet in fast-drying, breathable thermal fleece with a hood and stand-up collar. Zip down the front and mesh-lined side pockets with a zip. Unlined."
572691001,572691,SAMI tank,253,Vest top,Garment Upper body,1010008,Front print,7,Grey,1,Dusty Light,12,Grey,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Loose-fitting sports vest top in soft, fast-drying functional fabric with slits in the sides. Slightly longer at the back."
572691002,572691,SAMI tank,253,Vest top,Garment Upper body,1010008,Front print,73,Dark Blue,4,Dark,6,Lilac Purple,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Loose-fitting sports vest top in soft, fast-drying functional fabric with slits in the sides. Slightly longer at the back."
572791006,572791,CAMILLE,255,T-shirt,Garment Upper body,1010017,Stripe,8,Dark Grey,4,Dark,5,Black,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Long-sleeved top in soft stretch jersey with a slightly wider neckline and slits in the sides.
572791007,572791,CAMILLE,255,T-shirt,Garment Upper body,1010017,Stripe,6,Light Grey,1,Dusty Light,12,Grey,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Long-sleeved top in soft stretch jersey with a slightly wider neckline and slits in the sides.
572796010,572796,2 - PACK,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Short-sleeved tops in organic cotton jersey with a round neckline.
572796011,572796,OL 2-pack,255,T-shirt,Garment Upper body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1670,Jersey License,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Short-sleeved tops in organic cotton jersey with a round neckline.
572796012,572796,2 - PACK,255,T-shirt,Garment Upper body,1010017,Stripe,8,Dark Grey,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Short-sleeved tops in organic cotton jersey with a round neckline.
572796013,572796,2 - PACK,255,T-shirt,Garment Upper body,1010006,Dot,73,Dark Blue,4,Dark,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Short-sleeved tops in organic cotton jersey with a round neckline.
572796014,572796,2 - PACK,255,T-shirt,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Short-sleeved tops in organic cotton jersey with a round neckline.
572797001,572797,ESSENTIAL TANKTOP LACE TVP,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797002,572797,ESSENTIAL TANKTOP LACE TVP,253,Vest top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797003,572797,TANKTOP LACE,253,Vest top,Garment Upper body,1010016,Solid,71,Light Blue,3,Light,2,Blue,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797005,572797,TANKTOP LACE,253,Vest top,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797008,572797,TANKTOP LACE 17,253,Vest top,Garment Upper body,1010016,Solid,51,Light Pink,3,Light,4,Pink,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797009,572797,ESSENTIAL TANKTOP LACE,253,Vest top,Garment Upper body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797010,572797,TANKTOP LACE 17,253,Vest top,Garment Upper body,1010010,Melange,73,Dark Blue,2,Medium Dusty,2,Blue,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797011,572797,TANKTOP LACE 17,253,Vest top,Garment Upper body,1010010,Melange,43,Dark Red,4,Dark,18,Red,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797012,572797,TANKTOP LACE 17,253,Vest top,Garment Upper body,1010016,Solid,42,Red,5,Bright,18,Red,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797031,572797,ESSENTIAL TANKTOP LACE,253,Vest top,Garment Upper body,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797032,572797,ESSENTIAL TANKTOP LACE,253,Vest top,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797033,572797,ESSENTIAL TANKTOP LACE,253,Vest top,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797035,572797,ESSENTIAL TANKTOP LACE,253,Vest top,Garment Upper body,1010016,Solid,19,Greenish Khaki,1,Dusty Light,20,Khaki green,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797037,572797,ESSENTIAL TANKTOP LACE,253,Vest top,Garment Upper body,1010016,Solid,42,Red,7,Medium,18,Red,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797039,572797,ESSENTIAL TANKTOP LACE,253,Vest top,Garment Upper body,1010016,Solid,73,Dark Blue,2,Medium Dusty,2,Blue,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797040,572797,ESSENTIAL TANKTOP LACE,253,Vest top,Garment Upper body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797041,572797,ESSENTIAL TANKTOP LACE,253,Vest top,Garment Upper body,1010010,Melange,6,Light Grey,1,Dusty Light,12,Grey,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797043,572797,ESSENTIAL TANKTOP LACE,253,Vest top,Garment Upper body,1010016,Solid,19,Greenish Khaki,1,Dusty Light,20,Khaki green,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797044,572797,ESSENTIAL TANKTOP LACE,253,Vest top,Garment Upper body,1010016,Solid,31,Light Orange,1,Dusty Light,4,Pink,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797046,572797,ESSENTIAL TANKTOP LACE,253,Vest top,Garment Upper body,1010016,Solid,21,Light Yellow,3,Light,8,Yellow,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797047,572797,ESSENTIAL TANKTOP LACE TVP,253,Vest top,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797048,572797,ESSENTIAL TANKTOP LACE TVP,253,Vest top,Garment Upper body,1010016,Solid,23,Dark Yellow,4,Dark,8,Yellow,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797049,572797,ESSENTIAL TANKTOP LACE TVP,253,Vest top,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797050,572797,ESSENTIAL TANKTOP LACE TVP,253,Vest top,Garment Upper body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572797056,572797,ESSENTIAL TANKTOP LACE TVP,253,Vest top,Garment Upper body,1010016,Solid,19,Greenish Khaki,1,Dusty Light,20,Khaki green,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572799001,572799,SUNLACE STRAP TOP,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1670,Jersey License,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in organic cotton jersey with spaghetti straps and a narrow lace trim at the top.
572799002,572799,SUNLACE STRAP TOP,253,Vest top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1670,Jersey License,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in organic cotton jersey with spaghetti straps and a narrow lace trim at the top.
572799007,572799,SUNLACE STRAP TOP,253,Vest top,Garment Upper body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in organic cotton jersey with spaghetti straps and a narrow lace trim at the top.
572799008,572799,SUNLACE STRAP TOP,253,Vest top,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted vest top in organic cotton jersey with spaghetti straps and a narrow lace trim at the top.
572810001,572810,Diddy,252,Sweater,Garment Upper body,1010010,Melange,17,Yellowish Brown,2,Medium Dusty,13,Brown,1612,Jersey/Knitwear Premium,A,Ladieswear,1,Ladieswear,14,Womens Premium,1003,Knitwear,"Wide jumper in a soft mohair-blend knit with a turtleneck, low dropped shoulders and ribbing at the cuffs and hem."
572810002,572810,Diddy,252,Sweater,Garment Upper body,1010016,Solid,72,Blue,3,Light,2,Blue,1612,Jersey/Knitwear Premium,A,Ladieswear,1,Ladieswear,14,Womens Premium,1003,Knitwear,"Wide jumper in a soft mohair-blend knit with a turtleneck, low dropped shoulders and ribbing at the cuffs and hem."
572820001,572820,Premium Anam,265,Dress,Garment Full body,1010001,All over pattern,31,Light Orange,1,Dusty Light,3,Orange,1912,Woven Premium,A,Ladieswear,1,Ladieswear,14,Womens Premium,1001,Unknown,"Short, straight-cut dress in an airy silk blend containing glittery threads with an opening and button at the back of the neck and long balloon sleeves with elasticated cuffs. Lined."
572829001,572829,Premium Janice,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1912,Woven Premium,A,Ladieswear,1,Ladieswear,14,Womens Premium,1001,Unknown,V-neck silk top with narrow shoulder straps.
572836001,572836,Vishnu,265,Dress,Garment Full body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Short-sleeved lace dress with a concealed zip in the side, seam at the waist and pleated skirt. Lined."
572845002,572845,Samantha dress,265,Dress,Garment Full body,1010012,Mixed solid/pattern,9,Black,4,Dark,5,Black,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Fitted jersey dress with long, lace raglan sleeves and gathers in the sides for best fit."
572854001,572854,EQ Avril velvet top,259,Shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1652,Divided+,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Short, short-sleeved top in crushed velvet with a small stand-up collar and visible zip at the top."
572857001,572857,EQ Boar tank,253,Vest top,Garment Upper body,1010001,All over pattern,10,White,3,Light,9,White,1652,Divided+,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,Vest top in patterned cotton jersey.
